X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-79.8797065,48.3120773,Kirkland Lake District,2011,Brook Trout,Seahorse Lake,lac Seahorse,,17-5830-53513,CLIFFORD,Yearlings,2700,48.3120773,-79.8797065,4493
-82.3332808,49.8304106,Hearst District,2020,Brook Trout,,,Guilfoyle Lake 68 (Unofficial Name),17-4041-55204,GUILFOYLE,Yearlings,750,49.8304106,-82.3332808,4494
-82.3302293,49.8205515,Hearst District,2020,Brook Trout,,,Guilfoyle Lake 64 (Unofficial Name),17-4043-55193,GUILFOYLE,Yearlings,750,49.8205515,-82.3302293,4495
-82.3196624,49.5850047,Hearst District,2020,Brook Trout,,,Pearce Lake 11 (Unofficial Name),17-4046-54931,PEARCE,Yearlings,500,49.5850047,-82.3196624,4496
-82.3301796,49.5138223,Hearst District,2020,Brook Trout,,,Teetzel Lake 9 (Unofficial Name),17-4037-54852,TEETZEL,Yearlings,750,49.5138223,-82.3301796,4497
-82.3290666,49.5237299,Hearst District,2020,Brook Trout,,,Teetzel Lake 10 (Unofficial Name),17-4038-54863,TEETZEL,Yearlings,500,49.5237299,-82.3290666,4498
-82.3197147,49.4954261,Hearst District,2020,Brook Trout,,,Teetzel Lake 5 (Unofficial Name),17-4044-54832,TEETZEL,Yearlings,500,49.4954261,-82.3197147,4499
-82.3301796,49.5138223,Hearst District,2020,Brook Trout,,,Teetzel Lake 9 (Unofficial Name),17-4037-54852,TEETZEL,Yearlings,500,49.5138223,-82.3301796,4500
-84.61273,49.61675,Hearst District,2020,Brook Trout,Claire Lake,lac Claire,,16-6724-54985,ARNOTT,Fingerlings,2000,49.61675,-84.61273,4501
-84.60106,49.62397,Hearst District,2020,Brook Trout,Evelyn Lake,lac Evelyn,,16-6733-54994,ARNOTT,Yearlings,4500,49.62397,-84.60106,4502
-84.57911,49.62675,Hearst District,2020,Brook Trout,Gagnon Lake,lac Gagnon,,16-6748-54997,ARNOTT,Yearlings,2000,49.62675,-84.57911,4503
-84.6208035,49.5591368,Hearst District,2020,Brook Trout,Hook Lake,lac Hook,,16-6720-54921,MCEWING,Yearlings,3000,49.5591368,-84.6208035,4504
-84.2988688,49.7246312,Hearst District,2020,Brook Trout,Little Hart Lake,petit lac Hart,,16-6946-55113,GILL,Yearlings,2000,49.7246312,-84.2988688,4505
-84.67883,49.57092,Hearst District,2020,Brook Trout,Slim Lake,lac Slim,,16-6678-54933,MCEWING,Fingerlings,5500,49.57092,-84.67883,4506
-84.6065438,49.5979781,Hearst District,2020,Lake Trout,Arnott Lake,lac Arnott,,16-6730-54966,ARNOTT,Yearlings,2500,49.5979781,-84.6065438,4507
-84.55911,49.59036,Hearst District,2020,Lake Trout,Big Skunk Lake,grand lac Skunk,,16-6764-54957,ARNOTT,Yearlings,2500,49.59036,-84.55911,4508
-84.34466,49.8537,Hearst District,2020,Lake Trout,Brave Lake,lac Brave,,16-6909-55255,AUDEN,Yearlings,1500,49.8537,-84.34466,4509
-84.59551,49.55592,Hearst District,2020,Lake Trout,Corine Lake,lac Corine,,16-6739-54918,MCEWING,Yearlings,2500,49.55592,-84.59551,4510
-84.54161,49.63397,Hearst District,2020,Lake Trout,Redpine Lake,lac Redpine,,16-6775-55006,ARNOTT,Yearlings,2000,49.63397,-84.54161,4511
-84.66717,49.59091,Hearst District,2020,Lake Trout,Young Lake,lac Young,,16-6686-54955,ARNOTT,Yearlings,1500,49.59091,-84.66717,4512
-82.5251354,48.8493214,Hearst District,2020,Rainbow Trout,,,Camp Lake (Unofficial Name),17-3881-54116,SEATON,Yearlings,1000,48.8493214,-82.5251354,4513
-82.3343835,49.7281202,Hearst District,2020,Rainbow Trout,Five Pines Lake,lac Five Pines,,17-4039-55090,GUILFOYLE,Yearlings,3700,49.7281202,-82.3343835,4514
-84.307468,49.731285,Hearst District,2020,Rainbow Trout,Hart Lake,lac Hart,,16-6941-55120,GILL,Yearlings,2000,49.731285,-84.307468,4515
-84.70717,49.5012,Hearst District,2020,Rainbow Trout,Humberstone Lake,lac Humberstone,,16-6660-54855,FROST,Yearlings,1250,49.5012,-84.70717,4516
-84.7105695,49.4897399,Hearst District,2020,Rainbow Trout,Ronald Lake,lac Ronald,Frost Lake 68 (Unofficial Name),16-6658-54842,FROST,Yearlings,750,49.4897399,-84.7105695,4517
-84.13603,49.92065,Hearst District,2020,Rainbow Trout,Swallow Lake,lac Swallow,,16-7056-55335,ROGERS,Yearlings,750,49.92065,-84.13603,4518
-82.3140892,49.7892539,Hearst District,2020,Splake,,,Guilfoyle Lake 43 (Unofficial Name),17-4054-55158,GUILFOYLE,Yearlings,2000,49.7892539,-82.3140892,4519
-84.6026208,49.6136677,Hearst District,2020,Splake,,,North Arnott Lake (Unofficial Name),16-6732-54982,ARNOTT,Yearlings,2500,49.6136677,-84.6026208,4520
-84.2466,49.77786,Hearst District,2020,Splake,Bluebelle Lake,lac Bluebelle,,16-6982-55173,STUDHOLME,Yearlings,5500,49.77786,-84.2466,4521
-84.1600779,49.9822636,Hearst District,2020,Splake,Eagle Lake,lac Eagle,,16-7036-55403,,Yearlings,540,49.9822636,-84.1600779,4522
-82.3116819,49.6912173,Hearst District,2020,Splake,East Trump Lake,lac Trump Est,,17-4054-55048,PEARCE,Yearlings,2500,49.6912173,-82.3116819,4523
-84.57939,49.63592,Hearst District,2020,Splake,Myrtle Lake,lac Myrtle,,16-6748-55007,ARNOTT,Yearlings,3000,49.63592,-84.57939,4524
-84.2988688,49.7246312,Hearst District,2012,Brook Trout,Little Hart Lake,petit lac Hart,,16-6946-55113,GILL,Yearlings,5000,49.7246312,-84.2988688,4525
-84.2965961,49.7311285,Hearst District,2020,Splake,Rabbit Lake,lac Rabbit,,16-6948-55120,GILL,Yearlings,2200,49.7311285,-84.2965961,4526
-84.60189,49.57981,Hearst District,2020,Splake,Starling Lake,lac Starling,,16-6734-54944,ARNOTT,Yearlings,1500,49.57981,-84.60189,4527
-82.3159968,49.6939209,Hearst District,2020,Splake,West Trump Lake,lac Trump Ouest,,17-4051-55052,PEARCE,Yearlings,1000,49.6939209,-82.3159968,4528
-82.3302293,49.8205515,Hearst District,2021,Brook Trout,,,Guilfoyle Lake 64 (Unofficial Name),17-4043-55193,GUILFOYLE,Yearlings,750,49.8205515,-82.3302293,4529
-82.3332808,49.8304106,Hearst District,2021,Brook Trout,,,Guilfoyle Lake 68 (Unofficial Name),17-4041-55204,GUILFOYLE,Yearlings,750,49.8304106,-82.3332808,4530
-82.3196624,49.5850047,Hearst District,2021,Brook Trout,,,Pearce Lake 11 (Unofficial Name),17-4046-54931,PEARCE,Yearlings,1000,49.5850047,-82.3196624,4531
-82.3301796,49.5138223,Hearst District,2021,Brook Trout,,,Teetzel Lake 9 (Unofficial Name),17-4037-54852,TEETZEL,Yearlings,750,49.5138223,-82.3301796,4532
-82.3290666,49.5237299,Hearst District,2021,Brook Trout,,,Teetzel Lake 10 (Unofficial Name),17-4038-54863,TEETZEL,Yearlings,500,49.5237299,-82.3290666,4533
-82.3197147,49.4954261,Hearst District,2021,Brook Trout,,,Teetzel Lake 5 (Unofficial Name),17-4044-54832,TEETZEL,Yearlings,750,49.4954261,-82.3197147,4534
-84.6591037,49.5906251,Hearst District,2021,Brook Trout,,,Arnott Lake 19 (Unofficial Name),16-6692-54955,ARNOTT,Yearlings,1500,49.5906251,-84.6591037,4535
-84.61273,49.61675,Hearst District,2021,Brook Trout,Claire Lake,lac Claire,,16-6724-54985,ARNOTT,Yearlings,1200,49.61675,-84.61273,4536
-84.65995,49.61148,Hearst District,2021,Brook Trout,Emond Lake,lac Émond,,16-6690-54978,ARNOTT,Yearlings,3500,49.61148,-84.65995,4537
-84.65162,49.61453,Hearst District,2021,Brook Trout,Eric Lake,lac Eric,,16-6696-54982,ARNOTT,Yearlings,4500,49.61453,-84.65162,4538
-84.58051,49.56147,Hearst District,2021,Brook Trout,Mole Lake,lac Mole,,16-6750-54925,MCEWING,Yearlings,1500,49.56147,-84.58051,4539
-84.13549,49.90869,Hearst District,2021,Brook Trout,Pelican Lake,lac Pelican,,16-7057-55322,ROGERS,Yearlings,2000,49.90869,-84.13549,4540
-84.70578,49.51981,Hearst District,2021,Brook Trout,Pointing Lake,lac Pointing,,16-6660-54875,FROST,Yearlings,1000,49.51981,-84.70578,4541
-84.58522,49.61703,Hearst District,2021,Brook Trout,Sider Lake,lac Sider,,16-6744-54986,ARNOTT,Yearlings,2000,49.61703,-84.58522,4542
-82.5251354,48.8493214,Hearst District,2021,Rainbow Trout,,,Camp Lake (Unofficial Name),17-3881-54116,SEATON,Yearlings,1000,48.8493214,-82.5251354,4543
-82.3343835,49.7281202,Hearst District,2021,Rainbow Trout,Five Pines Lake,lac Five Pines,,17-4039-55090,GUILFOYLE,Yearlings,3700,49.7281202,-82.3343835,4544
-84.307468,49.731285,Hearst District,2021,Rainbow Trout,Hart Lake,lac Hart,,16-6941-55120,GILL,Yearlings,2500,49.731285,-84.307468,4545
-84.70717,49.5012,Hearst District,2021,Rainbow Trout,Humberstone Lake,lac Humberstone,,16-6660-54855,FROST,Yearlings,1750,49.5012,-84.70717,4546
-84.7105695,49.4897399,Hearst District,2021,Rainbow Trout,Ronald Lake,lac Ronald,Frost Lake 68 (Unofficial Name),16-6658-54842,FROST,Yearlings,950,49.4897399,-84.7105695,4547
-84.6026208,49.6136677,Hearst District,2021,Splake,,,North Arnott Lake (Unofficial Name),16-6732-54982,ARNOTT,Yearlings,3450,49.6136677,-84.6026208,4548
-84.2466,49.77786,Hearst District,2021,Splake,Bluebelle Lake,lac Bluebelle,,16-6982-55173,STUDHOLME,Yearlings,5700,49.77786,-84.2466,4549
-84.57939,49.63592,Hearst District,2021,Splake,Myrtle Lake,lac Myrtle,,16-6748-55007,ARNOTT,Yearlings,4700,49.63592,-84.57939,4550
-84.2965961,49.7311285,Hearst District,2021,Splake,Rabbit Lake,lac Rabbit,,16-6948-55120,GILL,Yearlings,3450,49.7311285,-84.2965961,4551
-84.16438,49.9937,Hearst District,2021,Splake,Widgeon Lake,lac Widgeon,,16-7032-55416,,Yearlings,3700,49.9937,-84.16438,4552
-74.8167312,45.0536083,Kemptville District,2011,Brook Trout,,,Cornwall Recreation Area Pond (Unofficial Name),18-5144-49887,CORNWALL,Yearlings,1250,45.0536083,-74.8167312,4553
-76.6713046,45.0144663,Kemptville District,2011,Brook Trout,Bottle Lake,lac Bottle,,18-3683-49857,LAVANT,Yearlings,3000,45.0144663,-76.6713046,4554
-76.6088201,45.2284912,Kemptville District,2011,Brook Trout,Craigs Creek,ruisseau Craigs,,18-3744-50099,DARLING,Yearlings,500,45.2284912,-76.6088201,4555
-76.52271,45.18755,Kemptville District,2011,Brook Trout,Duncs Lake,lac Duncs,,18-3803-50047,DARLING,Yearlings,1200,45.18755,-76.52271,4556
-76.5231608,45.1208947,Kemptville District,2011,Brook Trout,Eastons Creek,ruisseau Eastons,,18-3794-49969,DARLING,Yearlings,500,45.1208947,-76.5231608,4557
-76.6078826,45.1428585,Kemptville District,2011,Brook Trout,Green Lake,lac Green,,18-3736-49998,LAVANT,Yearlings,1500,45.1428585,-76.6078826,4558
-76.2826316,45.3039705,Kemptville District,2011,Brook Trout,Indian Creek,ruisseau Indian,,18-3994-50150,PAKENHAM,Yearlings,500,45.3039705,-76.2826316,4559
-76.52716,45.18365,Kemptville District,2011,Brook Trout,Kates Lake,lac Kates,,18-3800-50042,DARLING,Yearlings,1800,45.18365,-76.52716,4560
-75.9822617,44.5130482,Kemptville District,2011,Brook Trout,Mud Lake,lac Mud,,18-4219-49291,ESCOTT,Yearlings,1000,44.5130482,-75.9822617,4561
-76.5903765,44.952806,Kemptville District,2011,Brook Trout,Pauls Creek,ruisseau Pauls,,18-3738-49784,DALHOUSIE,Yearlings,500,44.952806,-76.5903765,4562
-76.55355,45.18421,Kemptville District,2011,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,3000,45.18421,-76.55355,4563
-75.5146177,45.2919871,Kemptville District,2011,Brown Trout,,,Findlay Creek (Unofficial Name),18-4596-50153,OSGOODE,Yearlings,500,45.2919871,-75.5146177,4564
-75.5579159,45.2648335,Kemptville District,2011,Brown Trout,,,Shields Creek (Unofficial Name),18-4562-50123,OSGOODE,Yearlings,500,45.2648335,-75.5579159,4565
-75.9149343,45.2715322,Kemptville District,2011,Brown Trout,,,Poole Creek (Unofficial Name),18-4282-50133,GOULBOURN,Yearlings,500,45.2715322,-75.9149343,4566
-76.3686252,44.9887697,Kemptville District,2011,Brown Trout,Clyde River,rivière Clyde,,18-3923-49818,DRUMMOND,Yearlings,1500,44.9887697,-76.3686252,4567
-76.543204,45.2334948,Kemptville District,2011,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,3750,45.2334948,-76.543204,4568
-76.543204,45.2334948,Kemptville District,2011,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,3750,45.2334948,-76.543204,4569
-75.1138204,45.0095887,Kemptville District,2011,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,1444,45.0095887,-75.1138204,4570
-75.1138204,45.0095887,Kemptville District,2011,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,1500,45.0095887,-75.1138204,4571
-74.8167312,45.0536083,Kemptville District,2011,Rainbow Trout,,,Cornwall Recreation Area Pond (Unofficial Name),18-5144-49887,CORNWALL,Yearlings,1500,45.0536083,-74.8167312,4572
-74.8167312,45.0536083,Kemptville District,2011,Rainbow Trout,,,Cornwall Recreation Area Pond (Unofficial Name),18-5144-49887,CORNWALL,Yearlings,1403,45.0536083,-74.8167312,4573
-75.5146177,45.2919871,Kemptville District,2016,Brown Trout,,,Findlay Creek (Unofficial Name),18-4596-50153,OSGOODE,Yearlings,250,45.2919871,-75.5146177,4574
-75.5579159,45.2648335,Kemptville District,2016,Brown Trout,,,Shields Creek (Unofficial Name),18-4562-50123,OSGOODE,Yearlings,125,45.2648335,-75.5579159,4575
-76.543204,45.2334948,Kemptville District,2016,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,923,45.2334948,-76.543204,4576
-76.6839214,45.1329433,Kemptville District,2016,Brown Trout,South Branch Clyde River,bras Sud de la rivière Clyde,,18-3676-49989,LAVANT,Yearlings,1625,45.1329433,-76.6839214,4577
-76.0845081,44.53461,Kemptville District,2016,Lake Trout,Red Horse Lake,lac Red Horse,,18-4143-49324,LANSDOWNE,Yearlings,5000,44.53461,-76.0845081,4578
-84.61411,49.62564,Hearst District,2012,Brook Trout,Murphy Lake,lac Murphy,,16-6723-54995,ARNOTT,Yearlings,2000,49.62564,-84.61411,4579
-76.5994785,44.8275302,Kemptville District,2016,Lake Trout,Silver Lake,lac Silver,,18-3735-49648,OSO,Yearlings,5000,44.8275302,-76.5994785,4580
-84.6591037,49.5906251,Hearst District,2015,Brook Trout,,,Arnott Lake 19 (Unofficial Name),16-6692-54955,ARNOTT,Yearlings,1575,49.5906251,-84.6591037,4581
-84.67883,49.57092,Hearst District,2012,Brook Trout,Slim Lake,lac Slim,,16-6678-54933,MCEWING,Yearlings,5000,49.57092,-84.67883,4582
-75.1138204,45.0095887,Kemptville District,2016,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,367,45.0095887,-75.1138204,4583
-76.6078826,45.1428585,Kemptville District,2012,Brook Trout,Green Lake,lac Green,,18-3736-49998,LAVANT,Yearlings,1500,45.1428585,-76.6078826,4584
-76.2826316,45.3039705,Kemptville District,2012,Brook Trout,Indian Creek,ruisseau Indian,,18-3994-50150,PAKENHAM,Yearlings,500,45.3039705,-76.2826316,4585
-76.52716,45.18365,Kemptville District,2012,Brook Trout,Kates Lake,lac Kates,,18-3800-50042,DARLING,Yearlings,1800,45.18365,-76.52716,4586
-80.6886272,47.6940238,Kirkland Lake District,2011,Brook Trout,Sigs Lake,lac Sigs,,17-5234-52820,HAULTAIN,Yearlings,5000,47.6940238,-80.6886272,4587
-75.9822617,44.5130482,Kemptville District,2012,Brook Trout,Mud Lake,lac Mud,,18-4219-49291,ESCOTT,Yearlings,1000,44.5130482,-75.9822617,4588
-79.8747856,48.3590328,Kirkland Lake District,2011,Brook Trout,Thrasher Lake,lac Thrasher,,17-5839-53575,CLIFFORD,Yearlings,1500,48.3590328,-79.8747856,4589
-76.5903765,44.952806,Kemptville District,2012,Brook Trout,Pauls Creek,ruisseau Pauls,,18-3738-49784,DALHOUSIE,Yearlings,500,44.952806,-76.5903765,4590
-76.55355,45.18421,Kemptville District,2012,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,3000,45.18421,-76.55355,4591
-75.9149343,45.2715322,Kemptville District,2012,Brown Trout,,,Poole Creek (Unofficial Name),18-4282-50133,GOULBOURN,Yearlings,500,45.2715322,-75.9149343,4592
-75.5146177,45.2919871,Kemptville District,2012,Brown Trout,,,Findlay Creek (Unofficial Name),18-4596-50153,OSGOODE,Yearlings,500,45.2919871,-75.5146177,4593
-75.5579159,45.2648335,Kemptville District,2012,Brown Trout,,,Shields Creek (Unofficial Name),18-4562-50123,OSGOODE,Yearlings,500,45.2648335,-75.5579159,4594
-76.3686252,44.9887697,Kemptville District,2012,Brown Trout,Clyde River,rivière Clyde,,18-3923-49818,DRUMMOND,Yearlings,1500,44.9887697,-76.3686252,4595
-76.543204,45.2334948,Kemptville District,2012,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,3750,45.2334948,-76.543204,4596
-76.543204,45.2334948,Kemptville District,2012,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,3750,45.2334948,-76.543204,4597
-76.80744,45.09532,Kemptville District,2012,Lake Trout,Redhorse Lake,lac Redhorse,,18-3578-49949,SOUTH CANONTO,Yearlings,5000,45.09532,-76.80744,4598
-76.5994785,44.8275302,Kemptville District,2012,Lake Trout,Silver Lake,lac Silver,,18-3735-49648,OSO,Yearlings,5000,44.8275302,-76.5994785,4599
-75.1138204,45.0095887,Kemptville District,2012,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,1500,45.0095887,-75.1138204,4600
-74.8167312,45.0536083,Kemptville District,2012,Rainbow Trout,,,Cornwall Recreation Area Pond (Unofficial Name),18-5144-49887,CORNWALL,Yearlings,807,45.0536083,-74.8167312,4601
-74.8167312,45.0536083,Kemptville District,2012,Rainbow Trout,,,Cornwall Recreation Area Pond (Unofficial Name),18-5144-49887,CORNWALL,Yearlings,1500,45.0536083,-74.8167312,4602
-75.1138204,45.0095887,Kemptville District,2012,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,807,45.0095887,-75.1138204,4603
-76.6839214,45.1329433,Kemptville District,2012,Rainbow Trout,South Branch Clyde River,bras Sud de la rivière Clyde,,18-3676-49989,LAVANT,Yearlings,500,45.1329433,-76.6839214,4604
-76.3275426,44.5929045,Kemptville District,2012,Splake,Indian Lake,lac Indian,,18-3947-49383,SOUTH CROSBY,Yearlings,11806,44.5929045,-76.3275426,4605
-76.3275426,44.5929045,Kemptville District,2012,Splake,Indian Lake,lac Indian,,18-3947-49383,SOUTH CROSBY,Yearlings,11806,44.5929045,-76.3275426,4606
-76.3275426,44.5929045,Kemptville District,2012,Splake,Indian Lake,lac Indian,,18-3947-49383,SOUTH CROSBY,Yearlings,6388,44.5929045,-76.3275426,4607
-76.75578,45.13254,Kemptville District,2012,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,3338,45.13254,-76.75578,4608
-76.75578,45.13254,Kemptville District,2012,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,1662,45.13254,-76.75578,4609
-76.2533469,44.7791663,Kemptville District,2012,Splake,Round Lake,lac Round,,18-4008-49591,BURGESS,Yearlings,10000,44.7791663,-76.2533469,4610
-76.6713046,45.0144663,Kemptville District,2013,Brook Trout,Bottle Lake,lac Bottle,,18-3683-49857,LAVANT,Yearlings,1500,45.0144663,-76.6713046,4611
-76.6088201,45.2284912,Kemptville District,2013,Brook Trout,Craigs Creek,ruisseau Craigs,,18-3744-50099,DARLING,Yearlings,500,45.2284912,-76.6088201,4612
-76.52271,45.18755,Kemptville District,2013,Brook Trout,Duncs Lake,lac Duncs,,18-3803-50047,DARLING,Yearlings,800,45.18755,-76.52271,4613
-76.5231608,45.1208947,Kemptville District,2013,Brook Trout,Eastons Creek,ruisseau Eastons,,18-3794-49969,DARLING,Yearlings,500,45.1208947,-76.5231608,4614
-76.6078826,45.1428585,Kemptville District,2013,Brook Trout,Green Lake,lac Green,,18-3736-49998,LAVANT,Yearlings,1500,45.1428585,-76.6078826,4615
-76.2826316,45.3039705,Kemptville District,2013,Brook Trout,Indian Creek,ruisseau Indian,,18-3994-50150,PAKENHAM,Yearlings,500,45.3039705,-76.2826316,4616
-76.52716,45.18365,Kemptville District,2013,Brook Trout,Kates Lake,lac Kates,,18-3800-50042,DARLING,Yearlings,1000,45.18365,-76.52716,4617
-75.9822617,44.5130482,Kemptville District,2013,Brook Trout,Mud Lake,lac Mud,,18-4219-49291,ESCOTT,Yearlings,1000,44.5130482,-75.9822617,4618
-76.5903765,44.952806,Kemptville District,2013,Brook Trout,Pauls Creek,ruisseau Pauls,,18-3738-49784,DALHOUSIE,Yearlings,500,44.952806,-76.5903765,4619
-84.6065438,49.5979781,Hearst District,2012,Lake Trout,Arnott Lake,lac Arnott,,16-6730-54966,ARNOTT,Yearlings,5000,49.5979781,-84.6065438,4620
-82.3290666,49.5237299,Hearst District,2015,Brook Trout,,,Teetzel Lake 10 (Unofficial Name),17-4038-54863,TEETZEL,Yearlings,3200,49.5237299,-82.3290666,4621
-75.1138204,45.0095887,Kemptville District,2016,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,2000,45.0095887,-75.1138204,4622
-76.55355,45.18421,Kemptville District,2013,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,1500,45.18421,-76.55355,4623
-75.5579159,45.2648335,Kemptville District,2013,Brown Trout,,,Shields Creek (Unofficial Name),18-4562-50123,OSGOODE,Yearlings,500,45.2648335,-75.5579159,4624
-75.9149343,45.2715322,Kemptville District,2013,Brown Trout,,,Poole Creek (Unofficial Name),18-4282-50133,GOULBOURN,Yearlings,500,45.2715322,-75.9149343,4625
-75.5146177,45.2919871,Kemptville District,2013,Brown Trout,,,Findlay Creek (Unofficial Name),18-4596-50153,OSGOODE,Yearlings,500,45.2919871,-75.5146177,4626
-76.3686252,44.9887697,Kemptville District,2013,Brown Trout,Clyde River,rivière Clyde,,18-3923-49818,DRUMMOND,Yearlings,1500,44.9887697,-76.3686252,4627
-76.543204,45.2334948,Kemptville District,2013,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,2750,45.2334948,-76.543204,4628
